"MacroTrends Data Download"
"S&P 500 Index: Daily Closing Values"

"Disclaimer and Terms of Use: Historical data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


Date,"Closing Value"
1986-05-23,241.3500
1986-05-27,244.7500
1986-05-28,246.6300
1986-05-29,247.9800
1986-05-30,247.3500
1986-06-02,245.0400
1986-06-03,245.5100
1986-06-04,243.9400
1986-06-05,245.6500
1986-06-06,245.6700
1986-06-09,239.9600
1986-06-10,239.5800
1986-06-11,241.1300
1986-06-12,241.4900
1986-06-13,245.7300
1986-06-16,246.1300
1986-06-17,244.3500
1986-06-18,244.9900
1986-06-19,244.0600
1986-06-20,247.5800
1986-06-23,245.2600
1986-06-24,247.0300
1986-06-25,248.9300
1986-06-26,248.7400
1986-06-27,249.6000
1986-06-30,250.8400
1986-07-01,252.0400
1986-07-02,252.7000
1986-07-03,251.7900
1986-07-07,244.0500
1986-07-08,241.5900
1986-07-09,242.8200
1986-07-10,243.0100
1986-07-11,242.2200
1986-07-14,238.1100
1986-07-15,233.6600
1986-07-16,235.0100
1986-07-17,236.0700
1986-07-18,236.3600
1986-07-21,236.2400
1986-07-22,238.1800
1986-07-23,238.6700
1986-07-24,237.9500
1986-07-25,240.2200
1986-07-28,236.0100
1986-07-29,234.5500
1986-07-30,236.5900
1986-07-31,236.1200
1986-08-01,234.9100
1986-08-04,235.9900
1986-08-05,237.0300
1986-08-06,236.8400
1986-08-07,237.0400
1986-08-08,236.8800
1986-08-11,240.6800
1986-08-12,243.3400
1986-08-13,245.6700
1986-08-14,246.2500
1986-08-15,247.1500
1986-08-18,247.3800
1986-08-19,246.5100
1986-08-20,249.7700
1986-08-21,249.6700
1986-08-22,250.1900
1986-08-25,247.8100
1986-08-26,252.8400
1986-08-27,253.3000
1986-08-28,252.8400
1986-08-29,252.9300
1986-09-02,248.5200
1986-09-03,250.0800
1986-09-04,253.8300
1986-09-05,250.4700
1986-09-08,248.1400
1986-09-09,247.6700
1986-09-10,247.0600
1986-09-11,235.1800
1986-09-12,230.6700
1986-09-15,231.9400
1986-09-16,231.7200
1986-09-17,231.6800
1986-09-18,232.3100
1986-09-19,232.2100
1986-09-22,234.9300
1986-09-23,235.6700
1986-09-24,236.2800
1986-09-25,231.8300
1986-09-26,232.2300
1986-09-29,229.9100
1986-09-30,231.3200
1986-10-01,233.6000
1986-10-02,233.9200
1986-10-03,233.7100
1986-10-06,234.7800
1986-10-07,234.4100
1986-10-08,236.6800
1986-10-09,235.8500
1986-10-10,235.4800
1986-10-13,235.9100
1986-10-14,235.3700
1986-10-15,238.8000
1986-10-16,239.5300
1986-10-17,238.8400
1986-10-20,235.9700
1986-10-21,235.8800
1986-10-22,236.2600
1986-10-23,239.2800
1986-10-24,238.2600
1986-10-27,238.7700
1986-10-28,239.2600
1986-10-29,240.9400
1986-10-30,243.7100
1986-10-31,243.9800
1986-11-03,245.8000
1986-11-04,246.2000
1986-11-05,246.5800
1986-11-06,245.8700
1986-11-07,245.7700
1986-11-10,246.1300
1986-11-11,247.0800
1986-11-12,246.6400
1986-11-13,243.0200
1986-11-14,244.5000
1986-11-17,243.2100
1986-11-18,236.7800
1986-11-19,237.6600
1986-11-20,242.0500
1986-11-21,245.8600
1986-11-24,247.4500
1986-11-25,248.1700
1986-11-26,248.7700
1986-11-28,249.2200
1986-12-01,249.0500
1986-12-02,254.0000
1986-12-03,253.8500
1986-12-04,253.0400
1986-12-05,251.1700
1986-12-08,251.1600
1986-12-09,249.2800
1986-12-10,250.9600
1986-12-11,248.1700
1986-12-12,247.3500
1986-12-15,248.2100
1986-12-16,250.0400
1986-12-17,247.5600
1986-12-18,246.7800
1986-12-19,249.7300
1986-12-22,248.7500
1986-12-23,246.3400
1986-12-24,246.7500
1986-12-26,246.9200
1986-12-29,244.6700
1986-12-30,243.3700
1986-12-31,242.1700
1987-01-02,246.4500
1987-01-05,252.1900
1987-01-06,252.7800
1987-01-07,255.3300
1987-01-08,257.2800
1987-01-09,258.7300
1987-01-12,260.3000
1987-01-13,259.9500
1987-01-14,262.6400
1987-01-15,265.4900
1987-01-16,266.2800
1987-01-19,269.3400
1987-01-20,269.0400
1987-01-21,267.8400
1987-01-22,273.9100
1987-01-23,270.1000
1987-01-26,269.6100
1987-01-27,273.7500
1987-01-28,275.4000
1987-01-29,274.2400
1987-01-30,274.0800
1987-02-02,276.4500
1987-02-03,275.9900
1987-02-04,279.6400
1987-02-05,281.1600
1987-02-06,280.0400
1987-02-09,278.1600
1987-02-10,275.0700
1987-02-11,277.5400
1987-02-12,275.6200
1987-02-13,279.7000
1987-02-17,285.4900
1987-02-18,285.4200
1987-02-19,285.5700
1987-02-20,285.4800
1987-02-23,282.3800
1987-02-24,282.8800
1987-02-25,284.0000
1987-02-26,282.9600
1987-02-27,284.2000
1987-03-02,283.0000
1987-03-03,284.1200
1987-03-04,288.6200
1987-03-05,290.5200
1987-03-06,290.6600
1987-03-09,288.3000
1987-03-10,290.8600
1987-03-11,290.3100
1987-03-12,291.2200
1987-03-13,289.8900
1987-03-16,288.2300
1987-03-17,292.4700
1987-03-18,292.7800
1987-03-19,294.0800
1987-03-20,298.1700
1987-03-23,301.1600
1987-03-24,301.6400
1987-03-25,300.3800
1987-03-26,300.9300
1987-03-27,296.1300
1987-03-30,289.2000
1987-03-31,291.7000
1987-04-01,292.3800
1987-04-02,293.6300
1987-04-03,300.4100
1987-04-06,301.9500
1987-04-07,296.6900
1987-04-08,297.2600
1987-04-09,292.8600
1987-04-10,292.4900
1987-04-13,285.6200
1987-04-14,279.1600
1987-04-15,284.4400
1987-04-16,286.9100
1987-04-20,286.0900
1987-04-21,293.0700
1987-04-22,287.1900
1987-04-23,286.8200
1987-04-24,281.5200
1987-04-27,281.8300
1987-04-28,282.5100
1987-04-29,284.5700
1987-04-30,288.3600
1987-05-01,288.0300
1987-05-04,289.3600
1987-05-05,295.3400
1987-05-06,295.4700
1987-05-07,294.7100
1987-05-08,293.3700
1987-05-11,291.5700
1987-05-12,293.3000
1987-05-13,293.9800
1987-05-14,294.2400
1987-05-15,287.4300
1987-05-18,286.6500
1987-05-19,279.6200
1987-05-20,278.2100
1987-05-21,280.1700
1987-05-22,282.1600
1987-05-26,289.1100
1987-05-27,288.7300
1987-05-28,290.7600
1987-05-29,290.1000
1987-06-01,289.8300
1987-06-02,288.4600
1987-06-03,293.4700
1987-06-04,295.0900
1987-06-05,293.4500
1987-06-08,296.7200
1987-06-09,297.2800
1987-06-10,297.4700
1987-06-11,298.7300
1987-06-12,301.6200
1987-06-15,303.1400
1987-06-16,304.7600
1987-06-17,304.8100
1987-06-18,305.6900
1987-06-19,306.9700
1987-06-22,309.6500
1987-06-23,308.4300
1987-06-24,306.8600
1987-06-25,308.9600
1987-06-26,307.1600
1987-06-29,307.9000
1987-06-30,304.0000
1987-07-01,302.9400
1987-07-02,305.6300
1987-07-06,304.9200
1987-07-07,307.4000
1987-07-08,308.2900
1987-07-09,307.5200
1987-07-10,308.3700
1987-07-13,307.6300
1987-07-14,310.6800
1987-07-15,310.4200
1987-07-16,312.7000
1987-07-17,314.5900
1987-07-20,311.3900
1987-07-21,308.5500
1987-07-22,308.4700
1987-07-23,307.8100
1987-07-24,309.2700
1987-07-27,310.6500
1987-07-28,312.3300
1987-07-29,315.6500
1987-07-30,318.0500
1987-07-31,318.6600
1987-08-03,317.5700
1987-08-04,316.2300
1987-08-05,318.4500
1987-08-06,322.0900
1987-08-07,323.0000
1987-08-10,328.0000
1987-08-11,333.3300
1987-08-12,332.3900
1987-08-13,334.6500
1987-08-14,333.9900
1987-08-17,334.1100
1987-08-18,329.2500
1987-08-19,329.8300
1987-08-20,334.8400
1987-08-21,335.9000
1987-08-24,333.3300
1987-08-25,336.7700
1987-08-26,334.5700
1987-08-27,331.3800
1987-08-28,327.0400
1987-08-31,329.8000
1987-09-01,323.4000
1987-09-02,321.6800
1987-09-03,320.2100
1987-09-04,316.7000
1987-09-08,313.5600
1987-09-09,313.9200
1987-09-10,317.1300
1987-09-11,321.9800
1987-09-14,323.0800
1987-09-15,317.7400
1987-09-16,314.8600
1987-09-17,314.9300
1987-09-18,314.8600
1987-09-21,310.5400
1987-09-22,319.5000
1987-09-23,321.1900
1987-09-24,319.7200
1987-09-25,320.1600
1987-09-28,323.2000
1987-09-29,321.6900
1987-09-30,321.8300
1987-10-01,327.3300
1987-10-02,328.0700
1987-10-05,328.0800
1987-10-06,319.2200
1987-10-07,318.5400
1987-10-08,314.1600
1987-10-09,311.0700
1987-10-12,309.3900
1987-10-13,314.5200
1987-10-14,305.2300
1987-10-15,298.0800
1987-10-16,282.7000
1987-10-19,224.8400
1987-10-20,236.8300
1987-10-21,258.3800
1987-10-22,248.2500
1987-10-23,248.2200
1987-10-26,227.6700
1987-10-27,233.1900
1987-10-28,233.2800
1987-10-29,244.7700
1987-10-30,251.7900
1987-11-02,255.7500
1987-11-03,250.8200
1987-11-04,248.9600
1987-11-05,254.4800
1987-11-06,250.4100
1987-11-09,243.1700
1987-11-10,239.0000
1987-11-11,241.9000
1987-11-12,248.5200
1987-11-13,245.6400
1987-11-16,246.7600
1987-11-17,243.0400
1987-11-18,245.5500
1987-11-19,240.0500
1987-11-20,242.0000
1987-11-23,242.9900
1987-11-24,246.3900
1987-11-25,244.1000
1987-11-27,240.3400
1987-11-30,230.3000
1987-12-01,232.0000
1987-12-02,233.4500
1987-12-03,225.2100
1987-12-04,223.9200
1987-12-07,228.7600
1987-12-08,234.9100
1987-12-09,238.8900
1987-12-10,233.5700
1987-12-11,235.3200
1987-12-14,242.1900
1987-12-15,242.8100
1987-12-16,248.0800
1987-12-17,242.9800
1987-12-18,249.1600
1987-12-21,249.5400
1987-12-22,249.9500
1987-12-23,253.1600
1987-12-24,252.0300
1987-12-28,245.5700
1987-12-29,244.5900
1987-12-30,247.8600
1987-12-31,247.0800
1988-01-04,255.9400
1988-01-05,258.6300
1988-01-06,258.8900
1988-01-07,261.0700
1988-01-08,243.4000
1988-01-11,247.4900
1988-01-12,245.4200
1988-01-13,245.8100
1988-01-14,245.8800
1988-01-15,252.0500
1988-01-18,251.8800
1988-01-19,249.3200
1988-01-20,242.6300
1988-01-21,243.1400
1988-01-22,246.5000
1988-01-25,252.1700
1988-01-26,249.5700
1988-01-27,249.3800
1988-01-28,253.2900
1988-01-29,257.0700
1988-02-01,255.0400
1988-02-02,255.5700
1988-02-03,252.2100
1988-02-04,252.2100
1988-02-05,250.9600
1988-02-08,249.1000
1988-02-09,251.7200
1988-02-10,256.6600
1988-02-11,255.9500
1988-02-12,257.6300
1988-02-16,259.8300
1988-02-17,259.2100
1988-02-18,257.9100
1988-02-19,261.6100
1988-02-22,265.6400
1988-02-23,265.0200
1988-02-24,264.4300
1988-02-25,261.5800
1988-02-26,262.4600
1988-02-29,267.8200
1988-03-01,267.2200
1988-03-02,267.9800
1988-03-03,267.8800
1988-03-04,267.3000
1988-03-07,267.3800
1988-03-08,269.4300
1988-03-09,269.0600
1988-03-10,263.8400
1988-03-11,264.9400
1988-03-14,266.3700
1988-03-15,266.1300
1988-03-16,268.6500
1988-03-17,271.2200
1988-03-18,271.1200
1988-03-21,268.7400
1988-03-22,268.8400
1988-03-23,268.9100
1988-03-24,263.3500
1988-03-25,258.5100
1988-03-28,258.0600
1988-03-29,260.0700
1988-03-30,258.0700
1988-03-31,258.8900
1988-04-04,256.0900
1988-04-05,258.5100
1988-04-06,265.4900
1988-04-07,266.1600
1988-04-08,269.4300
1988-04-11,270.1600
1988-04-12,271.3700
1988-04-13,271.5800
1988-04-14,259.7500
1988-04-15,259.7700
1988-04-18,259.2100
1988-04-19,257.9200
1988-04-20,256.1300
1988-04-21,256.4200
1988-04-22,260.1400
1988-04-25,262.5100
1988-04-26,263.9300
1988-04-27,263.8000
1988-04-28,262.6100
1988-04-29,261.3300
1988-05-02,261.5600
1988-05-03,263.0000
1988-05-04,260.3200
1988-05-05,258.7900
1988-05-06,257.4800
1988-05-09,256.5400
1988-05-10,257.6200
1988-05-11,253.3100
1988-05-12,253.8500
1988-05-13,256.7800
1988-05-16,258.7100
1988-05-17,255.3900
1988-05-18,251.3500
1988-05-19,252.5700
1988-05-20,253.0200
1988-05-23,250.8300
1988-05-24,253.5100
1988-05-25,253.7600
1988-05-26,254.6300
1988-05-27,253.4200
1988-05-31,262.1600
1988-06-01,266.6900
1988-06-02,265.3300
1988-06-03,266.4500
1988-06-06,267.0500
1988-06-07,265.1700
1988-06-08,271.5200
1988-06-09,270.2000
1988-06-10,271.2600
1988-06-13,271.4300
1988-06-14,274.3000
1988-06-15,274.4500
1988-06-16,269.7700
1988-06-17,270.6800
1988-06-20,268.9400
1988-06-21,271.6700
1988-06-22,275.6600
1988-06-23,274.8200
1988-06-24,273.7800
1988-06-27,269.0600
1988-06-28,272.3100
1988-06-29,270.9800
1988-06-30,273.5000
1988-07-01,271.7800
1988-07-05,275.8100
1988-07-06,272.0200
1988-07-07,271.7800
1988-07-08,270.0200
1988-07-11,270.5500
1988-07-12,267.8500
1988-07-13,269.3200
1988-07-14,270.2600
1988-07-15,272.0500
1988-07-18,270.5100
1988-07-19,268.4700
1988-07-20,270.0000
1988-07-21,266.6600
1988-07-22,263.5000
1988-07-25,264.6800
1988-07-26,265.1900
1988-07-27,262.5000
1988-07-28,266.0200
1988-07-29,272.0200
1988-08-01,272.2100
1988-08-02,272.0600
1988-08-03,272.9800
1988-08-04,271.9300
1988-08-05,271.1500
1988-08-08,269.9800
1988-08-09,266.4900
1988-08-10,261.9000
1988-08-11,262.7500
1988-08-12,262.5500
1988-08-15,258.6900
1988-08-16,260.5600
1988-08-17,260.7700
1988-08-18,261.0300
1988-08-19,260.2400
1988-08-22,256.9800
1988-08-23,257.0900
1988-08-24,261.1300
1988-08-25,259.1800
1988-08-26,259.6800
1988-08-29,262.3300
1988-08-30,262.5100
1988-08-31,261.5200
1988-09-01,258.3500
1988-09-02,264.4800
1988-09-06,265.5900
1988-09-07,265.8700
1988-09-08,265.8800
1988-09-09,266.8400
1988-09-12,266.4700
1988-09-13,267.4300
1988-09-14,269.3100
1988-09-15,268.1300
1988-09-16,270.6500
1988-09-19,268.8200
1988-09-20,269.7300
1988-09-21,270.1600
1988-09-22,269.1800
1988-09-23,269.7600
1988-09-26,268.8800
1988-09-27,268.2600
1988-09-28,269.0800
1988-09-29,272.5900
1988-09-30,271.9100
1988-10-03,271.3800
1988-10-04,270.6200
1988-10-05,271.8600
1988-10-06,272.3900
1988-10-07,278.0700
1988-10-10,278.2400
1988-10-11,277.9300
1988-10-12,273.9800
1988-10-13,275.2200
1988-10-14,275.5000
1988-10-17,276.4100
1988-10-18,279.3800
1988-10-19,276.9700
1988-10-20,282.8800
1988-10-21,283.6600
1988-10-24,282.2800
1988-10-25,282.3800
1988-10-26,281.3800
1988-10-27,277.2800
1988-10-28,278.5300
1988-10-31,278.9700
1988-11-01,279.0600
1988-11-02,279.0600
1988-11-03,279.2000
1988-11-04,276.3100
1988-11-07,273.9300
1988-11-08,275.1500
1988-11-09,273.3300
1988-11-10,273.6900
1988-11-11,267.9200
1988-11-14,267.7200
1988-11-15,268.3400
1988-11-16,263.8200
1988-11-17,264.6000
1988-11-18,266.4700
1988-11-21,266.2200
1988-11-22,267.2100
1988-11-23,269.0000
1988-11-25,267.2300
1988-11-28,268.6400
1988-11-29,270.9100
1988-11-30,273.7000
1988-12-01,272.4900
1988-12-02,271.8100
1988-12-05,274.9300
1988-12-06,277.5900
1988-12-07,278.1300
1988-12-08,276.5900
1988-12-09,277.0300
1988-12-12,276.5200
1988-12-13,276.3100
1988-12-14,275.3100
1988-12-15,274.2800
1988-12-16,276.2900
1988-12-19,278.9100
1988-12-20,277.4700
1988-12-21,277.3800
1988-12-22,276.8700
1988-12-23,277.8700
1988-12-27,276.8300
1988-12-28,277.0800
1988-12-29,279.4000
1988-12-30,277.7200
1989-01-03,275.3100
1989-01-04,279.4300
1989-01-05,280.0100
1989-01-06,280.6700
1989-01-09,280.9800
1989-01-10,280.3800
1989-01-11,282.0100
1989-01-12,283.1700
1989-01-13,283.8700
1989-01-16,284.1400
1989-01-17,283.5500
1989-01-18,286.5300
1989-01-19,286.9100
1989-01-20,286.6300
1989-01-23,284.5000
1989-01-24,288.4900
1989-01-25,289.1400
1989-01-26,291.6900
1989-01-27,293.8200
1989-01-30,294.9900
1989-01-31,297.4700
1989-02-01,297.0900
1989-02-02,296.8400
1989-02-03,296.9700
1989-02-06,296.0400
1989-02-07,299.6300
1989-02-08,298.6500
1989-02-09,296.0600
1989-02-10,292.0200
1989-02-13,292.5400
1989-02-14,291.8100
1989-02-15,294.2400
1989-02-16,294.8100
1989-02-17,296.7600
1989-02-21,295.9800
1989-02-22,290.9100
1989-02-23,292.0500
1989-02-24,287.1300
1989-02-27,287.8200
1989-02-28,288.8600
1989-03-01,287.1100
1989-03-02,289.9500
1989-03-03,291.1800
1989-03-06,294.8100
1989-03-07,293.8700
1989-03-08,294.0800
1989-03-09,293.9300
1989-03-10,292.8800
1989-03-13,295.3200
1989-03-14,295.1400
1989-03-15,296.6700
1989-03-16,299.4400
1989-03-17,292.6900
1989-03-20,289.9200
1989-03-21,291.3300
1989-03-22,290.4900
1989-03-23,288.9800
1989-03-27,290.5700
1989-03-28,291.5900
1989-03-29,292.3500
1989-03-30,292.5200
1989-03-31,294.8700
1989-04-03,296.3900
1989-04-04,295.3100
1989-04-05,296.2400
1989-04-06,295.2900
1989-04-07,297.1600
1989-04-10,297.1100
1989-04-11,298.4900
1989-04-12,298.9900
1989-04-13,296.4000
1989-04-14,301.3600
1989-04-17,301.7200
1989-04-18,306.0200
1989-04-19,307.1500
1989-04-20,306.1900
1989-04-21,309.6100
1989-04-24,308.6900
1989-04-25,306.7500
1989-04-26,306.9300
1989-04-27,309.5800
1989-04-28,309.6400
1989-05-01,309.1200
1989-05-02,308.1200
1989-05-03,308.1600
1989-05-04,307.7700
1989-05-05,307.6100
1989-05-08,306.0000
1989-05-09,305.1900
1989-05-10,305.8000
1989-05-11,306.9500
1989-05-12,313.8400
1989-05-15,316.1600
1989-05-16,315.2800
1989-05-17,317.4800
1989-05-18,317.9700
1989-05-19,321.2400
1989-05-22,321.9800
1989-05-23,318.3200
1989-05-24,319.1400
1989-05-25,319.1700
1989-05-26,321.5900
1989-05-30,319.0500
1989-05-31,320.5200
1989-06-01,321.9700
1989-06-02,325.5200
1989-06-05,322.0300
1989-06-06,324.2400
1989-06-07,326.9500
1989-06-08,326.7500
1989-06-09,326.6900
1989-06-12,326.2400
1989-06-13,323.9100
1989-06-14,323.8300
1989-06-15,320.0800
1989-06-16,321.3500
1989-06-19,321.8900
1989-06-20,321.2500
1989-06-21,320.4800
1989-06-22,322.3200
1989-06-23,328.0000
1989-06-26,326.6000
1989-06-27,328.4400
1989-06-28,325.8100
1989-06-29,319.6800
1989-06-30,317.9800
1989-07-03,319.2300
1989-07-05,320.6400
1989-07-06,321.5500
1989-07-07,324.9100
1989-07-10,327.0700
1989-07-11,328.7800
1989-07-12,329.8100
1989-07-13,329.9500
1989-07-14,331.8400
1989-07-17,332.4400
1989-07-18,331.3500
1989-07-19,335.7300
1989-07-20,333.5100
1989-07-21,335.9000
1989-07-24,333.6700
1989-07-25,333.8800
1989-07-26,338.0500
1989-07-27,341.9900
1989-07-28,342.1500
1989-07-31,346.0800
1989-08-01,343.7500
1989-08-02,344.3400
1989-08-03,344.7400
1989-08-04,343.9200
1989-08-07,349.4100
1989-08-08,349.3500
1989-08-09,346.9400
1989-08-10,348.2500
1989-08-11,344.7400
1989-08-14,343.0600
1989-08-15,344.7100
1989-08-16,345.6600
1989-08-17,344.4500
1989-08-18,346.0300
1989-08-21,340.6700
1989-08-22,341.1900
1989-08-23,344.7000
1989-08-24,351.5200
1989-08-25,350.5200
1989-08-28,352.0900
1989-08-29,349.8400
1989-08-30,350.6500
1989-08-31,351.4500
1989-09-01,353.7300
1989-09-05,352.5600
1989-09-06,349.2400
1989-09-07,348.3500
1989-09-08,348.7600
1989-09-11,347.6600
1989-09-12,348.7000
1989-09-13,345.4600
1989-09-14,343.1600
1989-09-15,345.0600
1989-09-18,346.7300
1989-09-19,346.5500
1989-09-20,346.4700
1989-09-21,345.7000
1989-09-22,347.0500
1989-09-25,344.2300
1989-09-26,344.3300
1989-09-27,345.1000
1989-09-28,348.6000
1989-09-29,349.1500
1989-10-02,350.8700
1989-10-03,354.7100
1989-10-04,356.9400
1989-10-05,356.9700
1989-10-06,358.7800
1989-10-09,359.8000
1989-10-10,359.1300
1989-10-11,356.9900
1989-10-12,355.3900
1989-10-13,333.6500
1989-10-16,342.8500
1989-10-17,341.1600
1989-10-18,341.7600
1989-10-19,347.1300
1989-10-20,347.1600
1989-10-23,344.8300
1989-10-24,343.7000
1989-10-25,342.5000
1989-10-26,337.9300
1989-10-27,335.0600
1989-10-30,335.0700
1989-10-31,340.3600
1989-11-01,341.2000
1989-11-02,338.4800
1989-11-03,337.6200
1989-11-06,332.6100
1989-11-07,334.8100
1989-11-08,338.1500
1989-11-09,336.5700
1989-11-10,339.1000
1989-11-13,339.5500
1989-11-14,337.9900
1989-11-15,340.5400
1989-11-16,340.5800
1989-11-17,341.6100
1989-11-20,339.3500
1989-11-21,339.5900
1989-11-22,341.9100
1989-11-24,343.9700
1989-11-27,345.6100
1989-11-28,345.7700
1989-11-29,343.6000
1989-11-30,345.9900
1989-12-01,350.6300
1989-12-04,351.4100
1989-12-05,349.5800
1989-12-06,348.5500
1989-12-07,347.5900
1989-12-08,348.6900
1989-12-11,348.5600
1989-12-12,351.7300
1989-12-13,352.7500
1989-12-14,350.9300
1989-12-15,350.1400
1989-12-18,343.6900
1989-12-19,342.4600
1989-12-20,342.8400
1989-12-21,344.7800
1989-12-22,347.4200
1989-12-26,346.8100
1989-12-27,348.8100
1989-12-28,350.6700
1989-12-29,353.4000
1990-01-02,359.6900
1990-01-03,358.7600
1990-01-04,355.6700
1990-01-05,352.2000
1990-01-08,353.7900
1990-01-09,349.6200
1990-01-10,347.3100
1990-01-11,348.5300
1990-01-12,339.9300
1990-01-15,337.0000
1990-01-16,340.7500
1990-01-17,337.4000
1990-01-18,338.1900
1990-01-19,339.1500
1990-01-22,330.3800
1990-01-23,331.6100
1990-01-24,330.2600
1990-01-25,326.0800
1990-01-26,325.8000
1990-01-29,325.2000
1990-01-30,322.9800
1990-01-31,329.0800
1990-02-01,328.7900
1990-02-02,330.9200
1990-02-05,331.8500
1990-02-06,329.6600
1990-02-07,333.7500
1990-02-08,332.9600
1990-02-09,333.6200
1990-02-12,330.0800
1990-02-13,331.0200
1990-02-14,332.0100
1990-02-15,334.8900
1990-02-16,332.7200
1990-02-20,327.9900
1990-02-21,327.6700
1990-02-22,325.7000
1990-02-23,324.1500
1990-02-26,328.6700
1990-02-27,330.2600
1990-02-28,331.8900
1990-03-01,332.7400
1990-03-02,335.5400
1990-03-05,333.7400
1990-03-06,337.9300
1990-03-07,336.9500
1990-03-08,340.2700
1990-03-09,337.9300
1990-03-12,338.6700
1990-03-13,336.0000
1990-03-14,336.8700
1990-03-15,338.0700
1990-03-16,341.9100
1990-03-19,343.5300
1990-03-20,341.5700
1990-03-21,339.7400
1990-03-22,335.6900
1990-03-23,337.2200
1990-03-26,337.6300
1990-03-27,341.5000
1990-03-28,342.0000
1990-03-29,340.7900
1990-03-30,339.9400
1990-04-02,338.7000
1990-04-03,343.6400
1990-04-04,341.0900
1990-04-05,340.7300
1990-04-06,340.0800
1990-04-09,341.3700
1990-04-10,342.0700
1990-04-11,341.9200
1990-04-12,344.3400
1990-04-16,344.7400
1990-04-17,344.6800
1990-04-18,340.7200
1990-04-19,338.0900
1990-04-20,335.1200
1990-04-23,331.0500
1990-04-24,330.3600
1990-04-25,332.0300
1990-04-26,332.9200
1990-04-27,329.1100
1990-04-30,330.8000
1990-05-01,332.2500
1990-05-02,334.4800
1990-05-03,335.5700
1990-05-04,338.3900
1990-05-07,340.5300
1990-05-08,342.0100
1990-05-09,342.8600
1990-05-10,343.8200
1990-05-11,352.0000
1990-05-14,354.7500
1990-05-15,354.2800
1990-05-16,354.0000
1990-05-17,354.4700
1990-05-18,354.6400
1990-05-21,358.0000
1990-05-22,358.4300
1990-05-23,359.2900
1990-05-24,358.4100
1990-05-25,354.5800
1990-05-29,360.6500
1990-05-30,360.8600
1990-05-31,361.2300
1990-06-01,363.1600
1990-06-04,367.4000
1990-06-05,366.6400
1990-06-06,364.9600
1990-06-07,363.1500
1990-06-08,358.7100
1990-06-11,361.6300
1990-06-12,366.2500
1990-06-13,364.9000
1990-06-14,362.9000
1990-06-15,362.9100
1990-06-18,356.8800
1990-06-19,358.4700
1990-06-20,359.1000
1990-06-21,360.4700
1990-06-22,355.4300
1990-06-25,352.3100
1990-06-26,352.0600
1990-06-27,355.1400
1990-06-28,357.6300
1990-06-29,358.0200
1990-07-02,359.5400
1990-07-03,360.1600
1990-07-05,355.6800
1990-07-06,358.4200
1990-07-09,359.5200
1990-07-10,356.4900
1990-07-11,361.2300
1990-07-12,365.4400
1990-07-13,367.3100
1990-07-16,368.9500
1990-07-17,367.5200
1990-07-18,364.2200
1990-07-19,365.3200
1990-07-20,361.6100
1990-07-23,355.3100
1990-07-24,355.7900
1990-07-25,357.0900
1990-07-26,355.9100
1990-07-27,353.4400
1990-07-30,355.5500
1990-07-31,356.1500
1990-08-01,355.5200
1990-08-02,351.4800
1990-08-03,344.8600
1990-08-06,334.4300
1990-08-07,334.8300
1990-08-08,338.3500
1990-08-09,339.9400
1990-08-10,335.5200
1990-08-13,338.8400
1990-08-14,339.3900
1990-08-15,340.0600
1990-08-16,332.3900
1990-08-17,327.8300
1990-08-20,328.5100
1990-08-21,321.8600
1990-08-22,316.5500
1990-08-23,307.0600
1990-08-24,311.5100
1990-08-27,321.4400
1990-08-28,321.3400
1990-08-29,324.1900
1990-08-30,318.7100
1990-08-31,322.5600
1990-09-04,323.0900
1990-09-05,324.3900
1990-09-06,320.4600
1990-09-07,323.4000
1990-09-10,321.6300
1990-09-11,321.0400
1990-09-12,322.5400
1990-09-13,318.6500
1990-09-14,316.8300
1990-09-17,317.7700
1990-09-18,318.6000
1990-09-19,316.6000
1990-09-20,311.4800
1990-09-21,311.3200
1990-09-24,304.5900
1990-09-25,308.2600
1990-09-26,305.0600
1990-09-27,300.9700
1990-09-28,306.0500
1990-10-01,314.9400
1990-10-02,315.2100
1990-10-03,311.4000
1990-10-04,312.6900
1990-10-05,311.5000
1990-10-08,313.4800
1990-10-09,305.1000
1990-10-10,300.3900
1990-10-11,295.4600
1990-10-12,300.0300
1990-10-15,303.2300
1990-10-16,298.9200
1990-10-17,298.7600
1990-10-18,305.7400
1990-10-19,312.4800
1990-10-22,314.7600
1990-10-23,312.3600
1990-10-24,312.6000
1990-10-25,310.1700
1990-10-26,304.7100
1990-10-29,301.8800
1990-10-30,304.0600
1990-10-31,304.0000
1990-11-01,307.0200
1990-11-02,311.8500
1990-11-05,314.5900
1990-11-06,311.6200
1990-11-07,306.0100
1990-11-08,307.6100
1990-11-09,313.7400
1990-11-12,319.4800
1990-11-13,317.6700
1990-11-14,320.4000
1990-11-15,317.0200
1990-11-16,317.1200
1990-11-19,319.3400
1990-11-20,315.3100
1990-11-21,316.0300
1990-11-23,315.1000
1990-11-26,316.5100
1990-11-27,318.1000
1990-11-28,317.9500
1990-11-29,316.4200
1990-11-30,322.2200
1990-12-03,324.1000
1990-12-04,326.3500
1990-12-05,329.9200
